asn,network_type,network_name
200556,Educational/Research,Ethan Cady
139466,Enterprise,LaTrobe Community Health Service
328782,NSP,Karti Telecom
150434,Cable/DSL/ISP,Signature International
329183,Cable/DSL/ISP,Flink Fiber
139390,Cable/DSL/ISP,PT. Langit Mandiri Sukses
16512,Content,Rackifi
48029,Non-Profit,ParsDadeh-Network
201273,Content,CUBEquadrat
269429,Cable/DSL/ISP,Agility Telecom
28429,Cable/DSL/ISP,Enlace de Datos y Redes
44912,NSP,Eranium Peering
13474,Enterprise,Banco de Galicia y Buenos Aires
142315,Cable/DSL/ISP,Argatek Torsada Guna
50907,Enterprise,CodeBGP
200427,Enterprise,nLighten - IX ASN
150479,NSP,SOLNET INDONESIA AS150479
139982,NSP,PT Buana Visualnet Sentra
200372,Educational/Research,Lars Ewald
60802,Non-Profit,Kevin Buehl AS60802
51517,Network Services,Oranjekoek
149357,Enterprise,Ultra Mandiri Telekomunikasi
212974,Cable/DSL/ISP,TomaNet
200360,Educational/Research,Folf Systems
149994,NSP,Rego Communications
268537,Cable/DSL/ISP,TN FIBRA
137955,Network Services,MMIX IPT
60432,Cable/DSL/ISP,4ISP
30462,NSP,NexGen Integrated Communications
63797,Non-Profit,CuteIP
138346,Cable/DSL/ISP,Sajid Trading Ltd.
150685,Educational/Research,Ching Kuo
208869,Network Services,sharptech DA
267816,Government,MPF CABA
150460,Cable/DSL/ISP,AKSENT
50224,Educational/Research,MythicalKitten
201987,Cable/DSL/ISP,Eolodd
201470,Cable/DSL/ISP,Citynet AT - BACKUP Network
903,Cable/DSL/ISP,UNIFIED-COMMUNICATIONS-TECHNOLOGIES
273654,Cable/DSL/ISP,MF Banda larga
150487,Cable/DSL/ISP,NASATEL
204106,NSP,Babilon-Mobile
134798,Cable/DSL/ISP,Alicon Network
273606,Cable/DSL/ISP,WALKNET TELECOMUNICACOES
54819,Network Services,NetDiverse
200255,Educational/Research,Zinn Texas Family
137841,Cable/DSL/ISP,NET360
149752,Cable/DSL/ISP,NEMA
395859,Cable/DSL/ISP,INTERNETCONNECT
31221,NSP,nLighten France
150153,Cable/DSL/ISP,A W S (MYANMAR)
142311,Cable/DSL/ISP,PT Jayanet Technology Nusantara
12593,Cable/DSL/ISP,Ukrcom
200305,Educational/Research,Sasa Ristic
142331,Cable/DSL/ISP,Boombas Carlo Medianet
922,Enterprise,GoCodeIT Corp
200249,Content,ProductsUp
200240,Educational/Research,EKA SAPUTRA
150355,Route Server,BBIX MAPS Route Servers
205138,Cable/DSL/ISP,OpenSolutions
200636,Enterprise,Hypere
56328,NSP,VNP
148979,NSP,Fiberworld Communication AS148979
201216,NSP,Lolo Company
209992,Cable/DSL/ISP,Telweb
58270,Network Services,Smish Networks
204375,Educational/Research,Adam Goodenough
200229,Educational/Research,STATBYTE / Florian Kasper
393397,NSP,Lake Region Technology & Communications
272183,Cable/DSL/ISP,MAGALNET TELECOM INTERNET BANDA LARGA
139238,Cable/DSL/ISP,Infinity Broadband
200226,Educational/Research,Ren Yamamoto
49436,Cable/DSL/ISP,Stadtwerke Soest
212177,NSP,Airbytes - AS212177
19418,Non-Profit,Minnesota Brain Injury Alliance
58553,Cable/DSL/ISP,3D Tech
56485,Content,TheHost
212604,Cable/DSL/ISP,WINET
13411,Cable/DSL/ISP,W3D Trading Inc
201979,Educational/Research,ShedNet.ca
200225,Route Server,DE-CIX Esbjerg Route Servers
272461,Cable/DSL/ISP,MKS CONNECT COMUNICACAO E MULTIMIDIA LTDA
271544,Cable/DSL/ISP,NOOVA TECNOLOGIA EM TELECOMUNICACAO LTDA
271078,Cable/DSL/ISP,VEM Tecnologia
9286,NSP,KINX Transit
132977,Cable/DSL/ISP,Young It Solutions
212657,Cable/DSL/ISP,sitekomp
141636,Cable/DSL/ISP,Perkasa Networks
17390,Enterprise,IBM
132300,Enterprise,NIPA Cloud Space
56902,Cable/DSL/ISP,Energy Bridge
56898,Content,Private Host BV | Network
393731,Cable/DSL/ISP,Fusion Voice and Data
273659,Cable/DSL/ISP,MLINK TELECOM
395177,Cable/DSL/ISP,"Viaero Fiber Networks, LLC"
131691,NSP,BERCA
149854,Cable/DSL/ISP,Aichgati Online
20344,Educational/Research,Billerica Public Schools
268483,Cable/DSL/ISP,speed net redes serviços comunicaçao ltda-me
200198,Network Services,The Old Hangar
394882,Network Services,Jupiter Cloud
13693,Cable/DSL/ISP,NTS Communications
4314,Cable/DSL/ISP,NTS Communications AS4314
11943,Cable/DSL/ISP,NTS Laredo
19734,Cable/DSL/ISP,NTS Nacogdoches
25798,Cable/DSL/ISP,NTS Huntsville
54340,Cable/DSL/ISP,NTS Lake Charles
63001,Cable/DSL/ISP,NTS Alexandria
393814,Cable/DSL/ISP,NTS San Angelo
397772,Cable/DSL/ISP,NTS McAllen
35924,Cable/DSL/ISP,NTS Tyler
328963,Cable/DSL/ISP,Werners World of Wireless
200592,Educational/Research,LGY Network
200209,Content,VoiceON Telecom Services GmbH
400810,Enterprise,BREEZETECH
211065,NSP,Anixe_net
273638,NSP,Power Fiber Serviços de Telecomunicações LTDA
210619,Cable/DSL/ISP,MTH Networks
329157,Content,Zoom Broadbands Limited
975,Content,Michigan Tech Group LLC
264654,Cable/DSL/ISP,FIBERNET Costa Rica
16788,Cable/DSL/ISP,TCWorks
272112,NSP,TELECABLE DOMINICANO
150683,Cable/DSL/ISP,Fasttel Broadband
138114,Government,Diskominfo Kabupaten Tangerang
208689,Content,HELLOLY
329184,Content,Host Africa DPA
37485,Enterprise,Africa Data Centres
49821,Cable/DSL/ISP,Electrica
200241,Enterprise,OCEAN WAVES DATA LIMITED
211871,Enterprise,ODEAWEB
132784,Cable/DSL/ISP,Ski Network Services Private Limited
200259,Educational/Research,The American University of Paris
50929,Cable/DSL/ISP,Advanced Technology
150671,Cable/DSL/ISP,MANSOORAH TELECOMMUNICATIONS
208962,Network Services,Nextremum
3258,Cable/DSL/ISP,xTom Tokyo
141226,Cable/DSL/ISP,Engage Technology Ltd
3384,Educational/Research,CELT
200105,Non-Profit,MoeQing Network
8890,Educational/Research,University of Warsaw
271628,Cable/DSL/ISP,GIGANET.COM
329158,Route Collector,N'Djamena IX Route Collectors
198367,Cable/DSL/ISP,ASINKOTEL
63062,Content,Hughenet CDN
139037,Enterprise,QUIPTEK PACIFIC
209050,Content,Digimagical
271194,Cable/DSL/ISP,online telecomunicações eirele
263127,Cable/DSL/ISP,Redes y Comunicaciones de Michoacan
265509,Cable/DSL/ISP,OPTOENLACES S.A. DE C.V.
6702,Cable/DSL/ISP,APEXNCC
202591,Network Services,Nefos IT bv
264943,NSP,VIARAPIDA TELECOMUNICAÇÕES
150423,NSP,Server Galactic
396234,Enterprise,FalconEye Networks
37794,Route Server,N'Djamena IX Route Servers
207605,NSP,SPD Hosting
135072,NSP,Centrics Networks Pte Ltd
41560,Cable/DSL/ISP,UGMK-Telecom LLC
61782,NSP,WNNet Telecom
20318,Cable/DSL/ISP,"Niacom Holdings, LLC"
269148,Cable/DSL/ISP,ADRIANO DA INTERNET
212178,Educational/Research,Santiago Fernandez Fernandez
200373,Cable/DSL/ISP,3xK Tech
137311,Cable/DSL/ISP,KINEZ CREATIVE SOLUTIONS
271120,Cable/DSL/ISP,Infonet Conect
149917,Cable/DSL/ISP,SILOKA INTEGRASI TEKNOLOGI
150482,Cable/DSL/ISP,Gapura Era Digital
271114,Cable/DSL/ISP,GLOBAL LINK TECNOLOGIA
268823,Cable/DSL/ISP,LancheNet Telecom
49703,NSP,CONSULTIC
149353,Cable/DSL/ISP,PT. Selaras Citra Artmedia
212389,Enterprise,MikeNetworks AS212389
150431,Cable/DSL/ISP,ADS Cable TV Network
212616,Cable/DSL/ISP,K.M.A ADVANCED TECHNOLOGIES
8523,Content,Orange Business Services AB
63065,Cable/DSL/ISP,Hiboo Networks Inc.
208164,Content,Formicidae Holdings
29384,Educational/Research,Qatar Foundation
329211,Cable/DSL/ISP,Novia East Africa
199904,Content,Olivenet Data Centers Spain
207451,Content,PEARHOST.cz
57851,Network Services,KTT
394840,NSP,Decisive Group
210779,Network Services,BREEZLE
35773,Cable/DSL/ISP,iConnect BG
201183,Cable/DSL/ISP,VoipTel Italia
399029,Network Services,IX-Denver Tenant
928,Network Services,GVV.ME
212168,Content,36media  GmbH
199889,Cable/DSL/ISP,CVIP
57913,Cable/DSL/ISP,ToscanaTLC
59360,Route Server,BBIX Hong Kong Route Servers
59369,Route Server,BBIX Singapore Route Servers
141986,Cable/DSL/ISP,Cahaya Sinergi Semesta
133112,Cable/DSL/ISP,Spectra Technologies Limited
199839,Content,MikeNetworks BV
140224,Network Services,Nebula Global
38750,Cable/DSL/ISP,TELEMEDIA DINAMIKA SARANA [AS38750]
150528,Route Server,EdgeNXT Route Servers
206361,Cable/DSL/ISP,TamaNET
206493,Educational/Research,Yuki Systems
200082,Cable/DSL/ISP,ZEPOCH
150747,Cable/DSL/ISP,Hira Electronics & Networking
134467,Cable/DSL/ISP,Syangja Media
63339,Network Services,Netrouting North America
23734,Network Services,Netrouting Asia Pacific
138961,Cable/DSL/ISP,Paradise Cable Television Network Inc.
212764,Enterprise,UniWagon
147097,Cable/DSL/ISP,Jangkau Lintas Nusantara
28637,Enterprise,Prodesp
273678,Cable/DSL/ISP,RR Fibra Optica
150523,Enterprise,Ide.id
202371,Cable/DSL/ISP,ZAL Network S.r.l.
199763,Non-Profit,pcela
199716,NSP,Bletchley Networks Limited
48678,Content,PENTECH
132820,NSP,T.C. IX
61770,Cable/DSL/ISP,Valtemir José Frighetto
199699,Content,GAMGROUP-INET
328329,Network Services,CLOUD-ARPCE
268968,Cable/DSL/ISP,VELOZONE TELECOM
199693,Educational/Research,Bihaan Sen
210879,Content,BRICKS
199688,Non-Profit,HuajiTech Ltd
269901,Cable/DSL/ISP,MARAVECA TELECOMUNICACIONES
150554,Cable/DSL/ISP,PT. Jaringan Tiang Indonesia Group
142368,Cable/DSL/ISP,Global Data Akses Persada
49105,Educational/Research,Maobuni
64286,Enterprise,LogicWeb
200201,Non-Profit,JOT23-VPS
36653,Route Server,MEX-IX El Paso Route Servers
150630,Cable/DSL/ISP,Bhima Riddhi Broadband
199676,Educational/Research,John Leo Navarro
62011,Cable/DSL/ISP,UNHfree.net
12208,Cable/DSL/ISP,TruVista Communications
329210,Cable/DSL/ISP,"HSAMS - Soluções Tecnológicas, LDA"
213267,Non-Profit,Nicolas BOUCHARD
33236,Cable/DSL/ISP,Hood River Electric & Internet Coop
150539,Cable/DSL/ISP,MAXXPLUS
208354,Cable/DSL/ISP,Alfa Bit Omega
200036,Cable/DSL/ISP,CityNet IT
8772,NSP,.NetAssist LLC S.L. EOOD
9597,Content,KDDI Web Communications
199594,Route Server,Poema eXchange LLC
40880,Content,NAICOM CORPORATION
131243,Cable/DSL/ISP,F N S
141959,Cable/DSL/ISP,Arta Flash Sintesa
63779,Content,JUSTPLAYER
196843,Non-Profit,KHnet.info
141921,Enterprise,Jaringan Keluarga Bersama
272235,Cable/DSL/ISP,IMPERIAL INTERNET E TELECOMUNICACOES
35768,Route Server,Iris-tel ltd
61610,NSP,Elea Data Centers
212468,Educational/Research,Laurens Wijnsma
200254,Cable/DSL/ISP,Teldata S.r.l.
208833,Cable/DSL/ISP,MyComms
273683,Cable/DSL/ISP,ALLREDE TELECOM LTDA
11839,Route Server,OmahaIX Route Servers
137655,Cable/DSL/ISP,Angel Broadband
22686,Educational/Research,University of Winnipeg
273670,Cable/DSL/ISP,CIT Banda Larga
395848,Network Services,King Networks
149964,Cable/DSL/ISP,MITRACOM SOLUSI TEKNOLOGI
142414,Cable/DSL/ISP,MALASIMBU CATV
31953,Non-Profit,Halajot USA
150807,Cable/DSL/ISP,ALL IT Australia
150632,Cable/DSL/ISP,Lakecity Intercom
150913,Cable/DSL/ISP,Alam Daur Nusantara
199531,Cable/DSL/ISP,Carbonet
199519,Network Services,THATGUYJACK
270757,NSP,VIP NET PROVEDOR DE SERVICOS DE INTERNET
212354,Educational/Research,ASPNET
268460,Enterprise,SISPRIME DO BRASIL - COOPERATIVA DE CREDITO
199545,Content,Stacket Group
199488,Educational/Research,Niklas Tom Teide Fricke
150261,Cable/DSL/ISP,Cybermedia Network Nusantara
140446,Cable/DSL/ISP,Kingpolah Network Solutions
329231,Cable/DSL/ISP,Digitegrity
207683,Educational/Research,Jonas Emilsson
35376,Cable/DSL/ISP,EWII Bredbånd AS35376
6821,NSP,Makedonski Telekom
140478,Cable/DSL/ISP,PT Hijrah Muara Sintetis
150799,NSP,FL ONLINE
269804,Cable/DSL/ISP,SEPCOM COMUNICACIONES SAS
269298,Cable/DSL/ISP,CYBER TELECOM PROVEDOR LTDA
208830,Content,ifanr
21738,Cable/DSL/ISP,Rozint - Global
199343,Educational/Research,La Otra Red LPEA
199337,Educational/Research,Nejc Drobnic
199347,Non-Profit,ISHANJAIN
329227,Cable/DSL/ISP,WebSprix
131293,Cable/DSL/ISP,National Telecom Public Company Limited (NT)
44176,Network Services,VNext
265320,Cable/DSL/ISP,SATLINK TELECOM
199326,Cable/DSL/ISP,VEI Global
150639,Cable/DSL/ISP,WEB SOLUTION
150951,Cable/DSL/ISP,Data Cyber Nusantara
199285,Network Services,AllWorldIT GB
150808,Cable/DSL/ISP,Optimus online
46931,Cable/DSL/ISP,ONNET
133122,Enterprise,Heritage Bank Ltd.
199266,Non-Profit,containerdev
32598,Cable/DSL/ISP,Black Hills Broadband
149385,Cable/DSL/ISP,PT Agung Network Solution
62467,NSP,TXNet Communications
57409,Route Server,City-IX Frankfurt Route Servers
273704,NSP,RRNET TELECOMUNICACOES LTDA
199183,Non-Profit,Arjen Essink
272561,NSP,ONLINE FIBRA
199310,Content,Wolfxun Experimental Network
200197,Content,Hybrid Adtech Poland
21637,Route Server,SIOUIX Route Servers
149222,Cable/DSL/ISP,DREAMNET GIGAFIBER
273715,Cable/DSL/ISP,CONECTA AB
31391,Enterprise,ISOC Israel
139089,NSP,MT Networks
28451,Cable/DSL/ISP,Ignacio Sanchez Gutierrez
150315,Enterprise,Virtury Cloud Pakistan
329230,Cable/DSL/ISP,Pronto Broadband Solutions
146757,Route Server,CN-IX-ZW Route Servers
149848,Cable/DSL/ISP,CELEBRITY CABLE NETWORK
150704,Cable/DSL/ISP,DEARBC Connect
150707,Cable/DSL/ISP,Romblon Cable
46136,Route Server,BBIX San Jose Route Servers
150359,Cable/DSL/ISP,Cable Television TOYAMA
199116,Non-Profit,REZEL
59800,Content,unicycle - AS59800
199162,Cable/DSL/ISP,Wifinetcom SRL
207034,Cable/DSL/ISP,Kleemann
271691,Cable/DSL/ISP,SUPPERNET
59802,Content,unicycle - AS59802
44477,Cable/DSL/ISP,STARK INDUSTRIES SOLUTIONS
29657,Cable/DSL/ISP,Last-Mile Ltd.
142390,Cable/DSL/ISP,Abs Multimedia Indonesia
199737,Cable/DSL/ISP,Nerijus Kriauciunas
52161,Route Server,Noord-IX Route Servers
132746,Cable/DSL/ISP,Infolink System
150266,Cable/DSL/ISP,Inhqi Media Infotek
59422,Network Services,Etisall
270563,Non-Profit,INVINET PROVEDOR
147314,Cable/DSL/ISP,IP Communications Limited
150919,Cable/DSL/ISP,TRINITY MEDIA INDONESIA
211528,Cable/DSL/ISP,TAURON Obsluga Klienta Sp. z o.o.
199052,Network Services,AquaHost
150172,Content,Serverfreak
199765,Network Services,Hostaris
142365,Cable/DSL/ISP,PT Rezky Sukabumi Vision
26157,Enterprise,Lostcipher Consulting
149671,Cable/DSL/ISP,Wonoarto Media Nusantara
199108,Educational/Research,TAMUKAI NETWORK R
51742,Cable/DSL/ISP,Netlife ISP
329229,NSP,Stellar Technology Solutions
150936,Cable/DSL/ISP,RECONET SEMESTA INDONESIA
51993,Cable/DSL/ISP,Telekompaniya Region TV
204877,Content,Kupper IT
272094,Network Services,OPTILINK
329113,NSP,ARC International Telecoms
269288,Cable/DSL/ISP,DW SOLUTIONS SERVICOS DE TELECOMUNICACAO
57965,Educational/Research,International Committee of the Red Cross
29074,Cable/DSL/ISP,Faust ISP
151048,Cable/DSL/ISP,Win Broadband
329240,NSP,Techseeds Telecommunications
265408,Cable/DSL/ISP,CONNECTSUL
212891,Cable/DSL/ISP,EVONET
199393,NSP,MAKEAPP CLOUD LTD
151050,Cable/DSL/ISP,KHULNA FIBER LINK
212618,NSP,Xentain Solutions - Europe
209245,Educational/Research,Federico Martinez Fernandez
264796,Cable/DSL/ISP,CABLEMAS
40152,Network Services,Utah.io
33297,Enterprise,SUMOFIBER-VEGAS
207619,Content,HOSTART LLC
211286,Educational/Research,measurement.network
150592,Cable/DSL/ISP,SEYFERT NETWORKS PRIVATE LIMITED
63910,Enterprise,Clark Technology Ltd.
61655,NSP,MASTERONLINE INTERNET FIBRA
134299,Cable/DSL/ISP,Gstech Software Systems
133972,Cable/DSL/ISP,sky televentures services
151187,Non-Profit,Leo Network
199297,Enterprise,Savinien Petitjean
150914,Cable/DSL/ISP,PT Ned Link Telekomunikasi
271694,Cable/DSL/ISP,MANALINK PROVEDOR DE INTERNET
131866,NSP,Digital Edge Korea Internet Access
198942,Educational/Research,Mykola Turskyi
198895,Cable/DSL/ISP,TechAde
271968,Cable/DSL/ISP,CEMO
203039,Content,Cavea
400282,Content,UPX LLC
54351,Cable/DSL/ISP,COMMUNICATEFREELY
49042,Content,Phanes Networks
271610,NSP,FoxFibraPRO Telecomunicações do Brasil LTDA
26159,Enterprise,"UMB Bank, NA"
60900,NSP,Ssmidge Technologies
133249,Enterprise,SEVEN INFOTECH
26721,Cable/DSL/ISP,Inyo Networks
151051,Cable/DSL/ISP,Classic Broadband
64145,Route Server,PIT - Peru - Piura - Route Servers
64146,Route Server,PIT Google VPP Services
64147,Route Server,PIT - Argentina - Buenos Aires - Route Servers
267336,Cable/DSL/ISP,RED SHOP
329248,Cable/DSL/ISP,Simtel ISP
273727,Cable/DSL/ISP,D P DE MELO SERVICOS LTDA
3454,Educational/Research,UANL
272268,NSP,Atar Net
267494,Cable/DSL/ISP,DNL NETWORK TELECOMUNICAÇÕES LTDA
206081,Educational/Research,JORDAN SAVOCA NET
149236,Cable/DSL/ISP,10g Telecom
19751,Cable/DSL/ISP,Endeavor Communications
139567,Cable/DSL/ISP,Nirija Solutions
329246,NSP,HANIF TELECOM
149558,Cable/DSL/ISP,SINGH TELEVENTURES
17024,Cable/DSL/ISP,BlueFur Main Ops
54431,NSP,Lunavi - Denver
46691,NSP,Lunavi - Atlanta
268258,Cable/DSL/ISP,JONATES MICHAEL DE MACEDO
62913,Cable/DSL/ISP,SPEEDYNETPR
212253,Enterprise,TFLABS
18434,Enterprise,"Fidelity National Information Services, Inc."
198747,Educational/Research,Daniil Gentili
263761,Cable/DSL/ISP,Broadcom Group
45166,Cable/DSL/ISP,Pacific Internet
272916,Cable/DSL/ISP,CAVISAR
271589,NSP,WEBMAAX
46026,Cable/DSL/ISP,"BATAM BINTAN TELEKOMUNIKASI, PT"
63796,Educational/Research,Next Network Research Laboratory
132101,Network Services,CUG
37735,Route Server,NMBINX Route Servers
266509,NSP,CONECTMAIS
63800,Non-Profit,SERVER-G Group
16101,Content,ORDIPAT
138126,Cable/DSL/ISP,NEWTON CIPTA INFORMATIKA
208453,Network Services,SweHosting
7341,Cable/DSL/ISP,Velocity Network
150966,NSP,PT Central Digital Network
151184,Cable/DSL/ISP,King's Net
208051,Enterprise,SR2 Communications
139321,Content,Dennis Przytarski
52025,NSP,ParadoxNetworks Limited
21529,Cable/DSL/ISP,NOVVA
2901,NSP,Oso Grande Technologies
150362,Non-Profit,Kuriyama Network Sub
19200,Educational/Research,UFRGS
267950,Cable/DSL/ISP,BRLINK
23289,NSP,Connection Network Systems
13781,Cable/DSL/ISP,HES Energynet
272730,Cable/DSL/ISP,Pedra Net
4833,Network Services,Gaharu Sejahtera
146762,Cable/DSL/ISP,SHIXP
150388,Route Server,AMS-IX Bangkok Route Servers
395510,Cable/DSL/ISP,"Hub66, Inc"
200235,Non-Profit,easyu
64148,Route Server,PIT - Colombia - Cali Route Servers
64149,Route Server,PIT - Ecuador - Quito - Route Servers
400464,NSP,VMISS
269417,NSP,PontoCOM - AS269417
61112,Cable/DSL/ISP,AKILE
140467,Cable/DSL/ISP,PT. KREATIF GLOBAL SOLUSINDO
264178,Cable/DSL/ISP,Coonexao Telecom e Informatica EIRELI
150274,Cable/DSL/ISP,Gateway Media Zafira
23513,Educational/Research,SUNNY SIDE COMPUTING
203059,Cable/DSL/ISP,VION
272984,Enterprise,ONIX Peru IP
28387,Cable/DSL/ISP,Blacom
53939,Cable/DSL/ISP,Digital Realty Seattle
150921,Cable/DSL/ISP,Satu Akses Indonesia
200119,Cable/DSL/ISP,Breitband Korn
202245,Cable/DSL/ISP,Antennen-Interessengemeinschaft Geroldsgruen
199414,Network Services,NeoProtect
263241,Government,MUNICIPALIDAD DE LA COSTA
40544,NSP,"ParadoxNetworks, Inc"
272951,Cable/DSL/ISP,INTERCOM SERVICIOS
131465,Cable/DSL/ISP,Marbel Telephone System Inc
38145,Cable/DSL/ISP,Panca Dewata Utama
262655,Government,Tribunal Regional do Trabalho 5a Região
61854,Cable/DSL/ISP,CLICKNET TELECOM PROVEDOR DE INTERNET
199487,Cable/DSL/ISP,NUVMI-HOST
19830,Cable/DSL/ISP,RTC-RINGGOLD-GA
267047,Cable/DSL/ISP,ABBsoluções
207018,Cable/DSL/ISP,Noitel
63801,Cable/DSL/ISP,DODO K.K.
198951,Enterprise,BLS
151326,NSP,DCConnect Communication
397045,Enterprise,D. Brown Management
138598,NSP,PT Nevigate Telekomunikasi Indonesia
269049,Cable/DSL/ISP,ULTRAFIBRA COMERCIO E SERVIÇO
28644,Enterprise,Brasilsite Telecomunicações
272220,Enterprise,Prefeitura Municipal de Brusque
151338,Cable/DSL/ISP,POLONETWORK
150778,Cable/DSL/ISP,ROMS NETWORK
397018,Network Services,Cloud Propeller
31867,Cable/DSL/ISP,Schwartz Networks
395649,Cable/DSL/ISP,Schwartz Networks AS395649
270638,Cable/DSL/ISP,Sellnet Telecom
270211,Cable/DSL/ISP,CONECTIKAN
151200,Cable/DSL/ISP,Mirpur Tech
272528,Cable/DSL/ISP,EPAK COMERCIO E SERVIÇO DE TECNOLOGIA
151340,Cable/DSL/ISP,DOS NETWORKS
141602,Cable/DSL/ISP,Inovasi Teknologi Pintar
142386,Cable/DSL/ISP,PT JARINGAN LINTAS ARTHA
198768,Enterprise,OASIS INFOTECH LIMITED
150774,NSP,Exabyte AS150774
9423,Content,ServerKing.io AS9423
264696,Cable/DSL/ISP,CABLEMAR
58052,Network Services,TomasSystems Network
151349,Network Services,Yuki Network
135386,Cable/DSL/ISP,LinkChina Telecom Global Limited.
5639,Cable/DSL/ISP,Telecommunication Services of Trinidad and Tobago
33760,Educational/Research,UwUnet
272558,Cable/DSL/ISP,PowerNet Soluções Integradas em Telecomunicações
269522,Cable/DSL/ISP,SANTOS & ALMEIDA COMUNICACOES LTDA
64479,Route Server,VoIP-IX
268657,Cable/DSL/ISP,BLESS TELECOMUNICACOES LTDA
263261,Enterprise,TRT3
59888,NSP,Marmin Limited
398823,Content,Peg Tech Los Angeles
263749,Cable/DSL/ISP,JASEC
400861,Network Services,0x7c0 Labs
55181,Educational/Research,Keuka College
151350,Educational/Research,Q Enterprise Systems Ltd.(Education: Non-Commercial)
9333,Route Server,MMIX Mandalay Route Servers
141975,Cable/DSL/ISP,PT Rubyan Network Solution
273608,Content,Woohoo
150310,Cable/DSL/ISP,Nationet
25736,Route Server,DE-CIX MAPS Seattle Route Servers
150364,Content,RecoChoku
61298,Network Services,Noah Kornelius Svanholm
198886,Educational/Research,DBras
53219,Cable/DSL/ISP,VLC Internet e Serviços
267301,Cable/DSL/ISP,TEUTONET TELECOMUNICACOES
210905,Educational/Research,Andrii Rykhlivskyi
206751,Educational/Research,DOUGLEY
272719,Cable/DSL/ISP,SABIN
43506,Government,Generalna Dyrekcja Drog Krajowych i Autostrad
147240,Cable/DSL/ISP,VELOCITY BROADBAND
26533,Content,STiBaRC
198308,Educational/Research,LabX
16549,Educational/Research,Papillion La Vista Community Schools
199829,Network Services,LostHost
61190,Route Server,Route Servers FogIXP Regional
198660,Non-Profit,Martin Arendtsen
198266,Non-Profit,Yu Network
198250,Route Server,Impart IX Route Servers
151122,Cable/DSL/ISP,Kp Infratel Network
61614,Cable/DSL/ISP,67 Telecom
151399,Network Services,Herza Singapore Pte Ltd
263939,Cable/DSL/ISP,Loginnet Telecom
137298,Enterprise,GIRADIA
40846,Cable/DSL/ISP,Atomic Link Networks
273723,Network Services,L.LOTIC SERVICOS DE TECNOLOGIA
329253,NSP,Cheetahnet Solutions
14727,Cable/DSL/ISP,LONE STAR ISP
150233,Cable/DSL/ISP,PT Maesa Nusantara Indonesia
204843,Enterprise,STERLY VERI MERKEZI YAZILIM VE SIBER GUVENLIK HIZMETLERI
262439,Cable/DSL/ISP,ALCANS SERVICOS EM TELECOMUNICACOES LTDA
